store_id,day,open_time_hours,previous_sales,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,sales_today
8,Wednesday,7.6,14.1,0,0,0,0,0,1,27
3,Saturday,8.8,23.0,0,1,0,0,0,0,35
5,Monday,6.7,12.6,1,0,0,0,0,0,21
4,Wednesday,12.5,17.1,0,0,0,0,0,1,39
9,Monday,7.5,29.9,1,0,0,0,0,0,28
8,Tuesday,8.6,25.9,0,0,0,0,1,0,28
1,Friday,11.9,21.3,0,0,0,0,0,0,41
8,Wednesday,11.3,23.4,0,0,0,0,0,1,37
6,Saturday,13.8,21.6,0,1,0,0,0,0,43
10,Monday,13.4,24.9,1,0,0,0,0,0,37
5,Sunday,7.0,19.8,0,0,1,0,0,0,32
4,Sunday,8.6,33.1,0,0,1,0,0,0,40
8,Wednesday,9.6,26.1,0,0,0,0,0,1,32
8,Tuesday,11.2,18.9,0,0,0,0,1,0,29
1,Thursday,11.9,26.2,0,0,0,1,0,0,31
10,Thursday,6.3,24.3,0,0,0,1,0,0,27
3,Wednesday,14.0,27.3,0,0,0,0,0,1,37
5,Thursday,10.3,17.3,0,0,0,1,0,0,33
7,Thursday,11.4,17.5,0,0,0,1,0,0,30
8,Saturday,12.5,24.0,0,1,0,0,0,0,45
1,Friday,13.9,8.4,0,0,0,0,0,0,28
8,Thursday,6.2,19.0,0,0,0,1,0,0,22
8,Sunday,13.4,33.9,0,0,1,0,0,0,44
9,Sunday,13.9,27.0,0,0,1,0,0,0,48
10,Wednesday,5.8,16.3,0,0,0,0,0,1,21
3,Saturday,12.0,12.5,0,1,0,0,0,0,36
9,Wednesday,10.0,9.8,0,0,0,0,0,1,25
3,Tuesday,8.9,33.4,0,0,0,0,1,0,32
9,Monday,12.9,19.2,1,0,0,0,0,0,36
8,Wednesday,6.7,16.4,0,0,0,0,0,1,23
2,Thursday,4.4,23.0,0,0,0,1,0,0,23
2,Thursday,7.7,25.3,0,0,0,1,0,0,27
10,Tuesday,4.8,24.2,0,0,0,0,1,0,21
5,Friday,12.5,0.0,0,0,0,0,0,0,23
3,Tuesday,9.7,23.3,0,0,0,0,1,0,36
1,Saturday,9.2,17.7,0,1,0,0,0,0,34
9,Friday,12.4,26.4,0,0,0,0,0,0,42
6,Thursday,5.6,17.8,0,0,0,1,0,0,20
7,Sunday,4.0,29.4,0,0,1,0,0,0,31
7,Tuesday,6.9,21.1,0,0,0,0,1,0,25
1,Sunday,7.8,17.7,0,0,1,0,0,0,28
7,Tuesday,8.3,17.9,0,0,0,0,1,0,29
5,Friday,11.9,23.1,0,0,0,0,0,0,34
4,Wednesday,5.7,24.5,0,0,0,0,0,1,29
6,Monday,4.6,32.1,1,0,0,0,0,0,25
4,Friday,7.8,26.8,0,0,0,0,0,0,31
10,Sunday,8.5,11.3,0,0,1,0,0,0,21
7,Sunday,11.9,13.9,0,0,1,0,0,0,36
2,Sunday,10.8,12.3,0,0,1,0,0,0,34
1,Saturday,5.5,23.9,0,1,0,0,0,0,30
5,Wednesday,13.6,17.9,0,0,0,0,0,1,39
1,Tuesday,12.9,15.7,0,0,0,0,1,0,29
1,Monday,11.1,13.0,1,0,0,0,0,0,35
8,Thursday,5.9,22.1,0,0,0,1,0,0,27
2,Thursday,4.2,16.1,0,0,0,1,0,0,23
8,Thursday,13.7,19.0,0,0,0,1,0,0,31
7,Monday,10.1,22.2,1,0,0,0,0,0,25
9,Thursday,4.6,10.5,0,0,0,1,0,0,19
8,Wednesday,13.8,19.3,0,0,0,0,0,1,31
2,Saturday,13.7,25.4,0,1,0,0,0,0,47
9,Monday,13.5,21.5,1,0,0,0,0,0,36
3,Monday,6.4,34.4,1,0,0,0,0,0,31
4,Monday,9.6,14.7,1,0,0,0,0,0,26
1,Friday,4.8,14.0,0,0,0,0,0,0,21
7,Tuesday,10.9,16.6,0,0,0,0,1,0,30
7,Thursday,5.0,28.4,0,0,0,1,0,0,30
6,Monday,13.4,20.4,1,0,0,0,0,0,32
2,Thursday,12.7,25.4,0,0,0,1,0,0,38
7,Wednesday,12.9,27.9,0,0,0,0,0,1,39
10,Sunday,10.4,30.4,0,0,1,0,0,0,40
2,Saturday,9.9,18.2,0,1,0,0,0,0,40
3,Tuesday,7.3,30.0,0,0,0,0,1,0,30
7,Friday,10.6,37.8,0,0,0,0,0,0,41
2,Wednesday,6.3,13.2,0,0,0,0,0,1,23
3,Friday,4.7,26.5,0,0,0,0,0,0,28
10,Friday,12.5,28.3,0,0,0,0,0,0,42
4,Thursday,4.4,21.3,0,0,0,1,0,0,26
4,Tuesday,11.3,26.5,0,0,0,0,1,0,34
2,Thursday,8.2,23.9,0,0,0,1,0,0,25
6,Friday,6.1,28.9,0,0,0,0,0,0,35
1,Wednesday,11.8,29.9,0,0,0,0,0,1,33
10,Thursday,7.7,4.3,0,0,0,1,0,0,20
6,Friday,8.4,18.8,0,0,0,0,0,0,27
8,Sunday,7.6,13.1,0,0,1,0,0,0,28
9,Monday,8.0,30.3,1,0,0,0,0,0,36
4,Friday,6.4,22.6,0,0,0,0,0,0,27
6,Saturday,7.3,31.7,0,1,0,0,0,0,35
9,Monday,8.5,23.5,1,0,0,0,0,0,29
9,Saturday,5.7,18.1,0,1,0,0,0,0,34
1,Thursday,8.5,21.0,0,0,0,1,0,0,32
4,Tuesday,13.9,18.1,0,0,0,0,1,0,32
10,Friday,10.4,16.3,0,0,0,0,0,0,29
5,Monday,9.1,25.5,1,0,0,0,0,0,32
8,Sunday,9.2,22.6,0,0,1,0,0,0,28
7,Saturday,7.1,14.4,0,1,0,0,0,0,30
7,Tuesday,5.9,15.7,0,0,0,0,1,0,23
6,Friday,13.6,24.8,0,0,0,0,0,0,36
7,Tuesday,7.7,21.1,0,0,0,0,1,0,27
1,Thursday,5.1,23.7,0,0,0,1,0,0,25
5,Friday,9.8,14.1,0,0,0,0,0,0,27
6,Sunday,13.8,26.0,0,0,1,0,0,0,42
9,Friday,9.7,23.4,0,0,0,0,0,0,34
6,Saturday,13.3,25.4,0,1,0,0,0,0,42
9,Sunday,8.4,19.1,0,0,1,0,0,0,32
6,Sunday,4.1,13.4,0,0,1,0,0,0,18
7,Sunday,11.0,14.1,0,0,1,0,0,0,26
1,Monday,8.4,20.3,1,0,0,0,0,0,26
8,Saturday,10.4,20.0,0,1,0,0,0,0,40
5,Tuesday,13.5,20.5,0,0,0,0,1,0,31
4,Sunday,7.9,29.7,0,0,1,0,0,0,37
5,Sunday,8.3,20.8,0,0,1,0,0,0,33
3,Sunday,6.0,11.6,0,0,1,0,0,0,24
4,Friday,6.8,25.8,0,0,0,0,0,0,29
3,Tuesday,10.1,14.1,0,0,0,0,1,0,29
4,Tuesday,5.2,23.3,0,0,0,0,1,0,21
10,Sunday,9.3,16.4,0,0,1,0,0,0,32
10,Friday,6.6,19.9,0,0,0,0,0,0,29
7,Saturday,9.5,20.8,0,1,0,0,0,0,33
7,Saturday,12.2,18.3,0,1,0,0,0,0,38
9,Sunday,10.1,26.9,0,0,1,0,0,0,37
8,Monday,6.4,15.7,1,0,0,0,0,0,24
3,Thursday,8.2,16.0,0,0,0,1,0,0,26
4,Tuesday,8.5,12.9,0,0,0,0,1,0,24
3,Thursday,12.6,18.9,0,0,0,1,0,0,33
5,Sunday,6.3,23.4,0,0,1,0,0,0,27
9,Saturday,10.3,24.0,0,1,0,0,0,0,33
2,Wednesday,8.4,30.3,0,0,0,0,0,1,32
7,Thursday,12.2,10.1,0,0,0,1,0,0,31
7,Friday,4.8,16.5,0,0,0,0,0,0,20
6,Monday,10.2,27.4,1,0,0,0,0,0,32
5,Thursday,6.3,26.2,0,0,0,1,0,0,28
2,Wednesday,9.3,13.0,0,0,0,0,0,1,22
6,Tuesday,13.9,24.2,0,0,0,0,1,0,42
2,Sunday,8.7,20.6,0,0,1,0,0,0,30
4,Friday,5.8,14.1,0,0,0,0,0,0,25
10,Saturday,8.2,6.0,0,1,0,0,0,0,24
7,Thursday,13.7,15.5,0,0,0,1,0,0,35
5,Thursday,10.2,21.2,0,0,0,1,0,0,30
1,Friday,12.3,24.2,0,0,0,0,0,0,40
4,Monday,6.3,13.1,1,0,0,0,0,0,16
2,Wednesday,6.4,27.9,0,0,0,0,0,1,29
7,Tuesday,10.0,25.0,0,0,0,0,1,0,32
6,Thursday,12.5,20.5,0,0,0,1,0,0,33
3,Saturday,12.8,21.6,0,1,0,0,0,0,41
7,Thursday,12.2,17.4,0,0,0,1,0,0,30
4,Tuesday,10.4,18.6,0,0,0,0,1,0,29
6,Monday,13.2,34.8,1,0,0,0,0,0,40
6,Saturday,5.7,4.8,0,1,0,0,0,0,22
9,Friday,7.7,23.0,0,0,0,0,0,0,30
4,Tuesday,6.8,20.3,0,0,0,0,1,0,24
7,Wednesday,7.9,12.0,0,0,0,0,0,1,24
9,Tuesday,8.8,23.9,0,0,0,0,1,0,33
9,Sunday,6.4,16.3,0,0,1,0,0,0,26
1,Thursday,10.3,15.6,0,0,0,1,0,0,26
4,Friday,10.2,4.7,0,0,0,0,0,0,27
5,Thursday,8.0,12.4,0,0,0,1,0,0,27
6,Saturday,5.8,22.5,0,1,0,0,0,0,30
7,Tuesday,5.3,28.2,0,0,0,0,1,0,25
5,Tuesday,10.8,22.7,0,0,0,0,1,0,28
5,Tuesday,6.4,19.9,0,0,0,0,1,0,26
3,Monday,9.5,27.2,1,0,0,0,0,0,31
7,Friday,8.9,17.3,0,0,0,0,0,0,26
2,Wednesday,7.8,14.8,0,0,0,0,0,1,17
5,Tuesday,12.9,26.9,0,0,0,0,1,0,33
1,Tuesday,13.3,24.9,0,0,0,0,1,0,34
7,Tuesday,7.9,10.9,0,0,0,0,1,0,21
1,Thursday,8.5,19.8,0,0,0,1,0,0,29
8,Friday,4.4,24.8,0,0,0,0,0,0,30
3,Wednesday,4.1,11.9,0,0,0,0,0,1,15
4,Sunday,13.4,16.3,0,0,1,0,0,0,41
10,Friday,9.5,15.2,0,0,0,0,0,0,28
1,Sunday,11.8,14.8,0,0,1,0,0,0,31
9,Monday,13.6,25.8,1,0,0,0,0,0,37
10,Friday,5.3,13.9,0,0,0,0,0,0,22
5,Sunday,9.2,13.6,0,0,1,0,0,0,31
10,Sunday,5.1,15.0,0,0,1,0,0,0,25
8,Wednesday,9.5,13.3,0,0,0,0,0,1,25
4,Saturday,13.3,19.7,0,1,0,0,0,0,46
1,Friday,6.9,21.8,0,0,0,0,0,0,29
1,Thursday,13.2,25.0,0,0,0,1,0,0,35
5,Saturday,12.4,25.3,0,1,0,0,0,0,43
6,Saturday,13.8,19.4,0,1,0,0,0,0,40
4,Wednesday,13.7,12.8,0,0,0,0,0,1,31
6,Wednesday,11.6,24.0,0,0,0,0,0,1,39
6,Wednesday,5.5,21.0,0,0,0,0,0,1,22
9,Friday,5.6,18.5,0,0,0,0,0,0,25
1,Thursday,11.3,27.7,0,0,0,1,0,0,34
9,Tuesday,11.4,22.6,0,0,0,0,1,0,36
2,Monday,7.8,29.8,1,0,0,0,0,0,39
10,Tuesday,12.4,25.0,0,0,0,0,1,0,37
4,Wednesday,11.6,19.4,0,0,0,0,0,1,36
3,Friday,5.2,29.4,0,0,0,0,0,0,26
10,Saturday,9.9,11.5,0,1,0,0,0,0,25
8,Sunday,4.0,10.8,0,0,1,0,0,0,25
9,Friday,4.9,16.7,0,0,0,0,0,0,31
3,Friday,9.8,31.2,0,0,0,0,0,0,43
8,Tuesday,10.0,18.2,0,0,0,0,1,0,28
3,Monday,10.4,22.7,1,0,0,0,0,0,28
10,Saturday,6.1,20.5,0,1,0,0,0,0,34
4,Saturday,7.3,14.9,0,1,0,0,0,0,28
4,Monday,10.0,21.1,1,0,0,0,0,0,31
1,Saturday,10.4,17.9,0,1,0,0,0,0,35
6,Sunday,12.4,27.2,0,0,1,0,0,0,35
5,Monday,9.7,24.3,1,0,0,0,0,0,36
6,Friday,11.0,16.5,0,0,0,0,0,0,28
5,Thursday,12.0,13.0,0,0,0,1,0,0,21
6,Tuesday,4.8,19.8,0,0,0,0,1,0,27
1,Monday,4.1,18.4,1,0,0,0,0,0,17
4,Monday,13.6,14.1,1,0,0,0,0,0,28
3,Sunday,13.1,15.0,0,0,1,0,0,0,33
6,Sunday,8.5,16.8,0,0,1,0,0,0,30
4,Tuesday,13.1,20.6,0,0,0,0,1,0,30
1,Wednesday,7.5,21.5,0,0,0,0,0,1,28
7,Friday,4.5,10.6,0,0,0,0,0,0,18
9,Friday,13.8,24.8,0,0,0,0,0,0,36
10,Friday,9.7,22.8,0,0,0,0,0,0,33
9,Friday,5.1,17.4,0,0,0,0,0,0,22
10,Monday,12.5,26.1,1,0,0,0,0,0,44
2,Thursday,11.2,21.1,0,0,0,1,0,0,31
1,Tuesday,4.8,13.6,0,0,0,0,1,0,10
5,Friday,13.5,22.6,0,0,0,0,0,0,41
2,Wednesday,10.5,15.7,0,0,0,0,0,1,29
8,Saturday,12.1,16.1,0,1,0,0,0,0,36
1,Sunday,12.7,29.5,0,0,1,0,0,0,43
4,Saturday,4.2,22.1,0,1,0,0,0,0,25
4,Thursday,6.6,20.5,0,0,0,1,0,0,27
10,Monday,4.3,19.6,1,0,0,0,0,0,19
8,Thursday,9.4,14.2,0,0,0,1,0,0,26
4,Sunday,12.2,27.9,0,0,1,0,0,0,39
3,Wednesday,6.0,9.0,0,0,0,0,0,1,20
9,Thursday,6.8,26.3,0,0,0,1,0,0,25
8,Tuesday,5.6,25.9,0,0,0,0,1,0,28
7,Wednesday,7.6,35.3,0,0,0,0,0,1,35
7,Friday,11.3,16.7,0,0,0,0,0,0,35
6,Saturday,4.8,21.1,0,1,0,0,0,0,29
7,Monday,8.2,13.6,1,0,0,0,0,0,25
6,Tuesday,8.3,27.1,0,0,0,0,1,0,38
9,Thursday,12.9,21.2,0,0,0,1,0,0,34
9,Thursday,13.2,21.7,0,0,0,1,0,0,34
9,Wednesday,13.0,12.0,0,0,0,0,0,1,33
8,Tuesday,12.2,20.4,0,0,0,0,1,0,35
5,Thursday,12.3,18.6,0,0,0,1,0,0,31
4,Tuesday,7.5,29.7,0,0,0,0,1,0,29
9,Sunday,10.2,26.0,0,0,1,0,0,0,36
3,Monday,5.3,12.9,1,0,0,0,0,0,22
8,Thursday,10.8,22.8,0,0,0,1,0,0,30
1,Sunday,6.8,28.3,0,0,1,0,0,0,37
9,Sunday,7.1,26.2,0,0,1,0,0,0,29
4,Thursday,6.3,21.7,0,0,0,1,0,0,28
6,Wednesday,4.0,17.7,0,0,0,0,0,1,17
6,Saturday,12.6,7.0,0,1,0,0,0,0,35
4,Monday,4.4,22.0,1,0,0,0,0,0,23
7,Saturday,12.6,23.1,0,1,0,0,0,0,39
10,Wednesday,12.0,14.4,0,0,0,0,0,1,33
7,Monday,6.8,22.2,1,0,0,0,0,0,31
8,Monday,6.4,19.9,1,0,0,0,0,0,23
9,Saturday,10.0,13.7,0,1,0,0,0,0,29
9,Thursday,4.6,12.8,0,0,0,1,0,0,15
8,Sunday,10.3,27.4,0,0,1,0,0,0,38
3,Wednesday,14.0,20.4,0,0,0,0,0,1,39
5,Thursday,6.2,30.3,0,0,0,1,0,0,30
9,Friday,4.3,16.9,0,0,0,0,0,0,23
6,Thursday,8.6,17.7,0,0,0,1,0,0,24
4,Friday,5.7,19.5,0,0,0,0,0,0,28
9,Friday,10.4,15.1,0,0,0,0,0,0,31
4,Saturday,11.9,18.8,0,1,0,0,0,0,32
9,Monday,6.7,25.4,1,0,0,0,0,0,26
2,Monday,4.4,24.8,1,0,0,0,0,0,24
3,Thursday,8.7,11.5,0,0,0,1,0,0,16
3,Saturday,10.1,14.6,0,1,0,0,0,0,30
6,Monday,4.1,18.1,1,0,0,0,0,0,18
5,Friday,9.7,8.7,0,0,0,0,0,0,26
9,Monday,12.2,25.1,1,0,0,0,0,0,33
5,Wednesday,12.8,17.4,0,0,0,0,0,1,33
3,Wednesday,5.3,15.7,0,0,0,0,0,1,17
3,Thursday,12.8,12.9,0,0,0,1,0,0,33
1,Friday,11.2,24.9,0,0,0,0,0,0,38
1,Sunday,12.7,24.9,0,0,1,0,0,0,37
1,Sunday,10.6,21.2,0,0,1,0,0,0,33
8,Thursday,13.0,10.0,0,0,0,1,0,0,26
9,Sunday,8.1,28.0,0,0,1,0,0,0,39
3,Wednesday,10.0,13.2,0,0,0,0,0,1,27
9,Monday,5.5,22.7,1,0,0,0,0,0,21
5,Tuesday,9.3,23.4,0,0,0,0,1,0,32
3,Wednesday,8.9,16.7,0,0,0,0,0,1,27
5,Saturday,9.6,27.6,0,1,0,0,0,0,36
9,Saturday,12.5,16.1,0,1,0,0,0,0,42
3,Friday,6.8,26.0,0,0,0,0,0,0,29
